,PLAYER_NAME,SEASON,SEASON_NUM,AGE,PLAYER_HEIGHT_INCHES,PLAYER_WEIGHT,GP,MIN,USG_PCT,PACE,POSS,FGA_PG,DRIVES,DRIVE_FGA,DRIVE_PASSES,DIST_MILES,AVG_SPEED,PULL_UP_FGA,PULL_UP_FG3A,TOUCHES,FRONT_CT_TOUCHES,AVG_SEC_PER_TOUCH,AVG_DRIB_PER_TOUCH,ELBOW_TOUCHES,POST_TOUCHES,PAINT_TOUCHES,TEAM,INJURED ON,RETURNED,DAYS MISSED,INJURED_TYPE,Date,Team,Notes,Out Indefinitely,injury_type,body_part,Injured,year,month,first_name,last_name,lower body injury
4118,Shabazz Napier,16-17,16.5,25,73,175,53,9.7,0.215,96.88,1030,3.5,2.2,0.6,0.8,0.67,4.16,1.7,0.8,21,8.9,4.9,4.43,0.2,0,0.2,,,,,,,,,0,,,0,,,Shabazz,Napier,0
4119,Shaun Livingston,16-17,16.5,31,79,192,76,17.7,0.132,97.21,2726,4.2,1.6,0.7,0.5,1.27,4.33,2.3,0,34.7,16.4,3.59,2.97,0.9,1,1.9,,,,,,,,,0,,,0,,,Shaun,Livingston,0
4120,Shawn Long,16-17,16.5,24,81,255,18,13,0.241,100.68,489,6.1,1.3,0.6,0.3,0.9,4.2,0.4,0.2,23.8,16.7,1.72,0.75,1.7,1.1,4.6,,,,,,,,,0,,,0,,,Shawn,Long,0
4121,Sheldon Mac,16-17,16.5,24,78,200,30,9.6,0.138,97.92,589,2.5,0.9,0.4,0.3,0.71,4.47,0.7,0.1,11.9,8.5,2.36,1.64,0.1,0,0.4,,,,,,,,,0,,,0,,,Sheldon,Mac,0
4122,Shelvin Mack,16-17,16.5,27,75,203,55,21.9,0.191,93.58,2354,6.9,8.4,3,3.3,1.63,4.47,2.6,1,51.2,21.9,4.55,4.48,0.4,0.1,0.8,,,,,,,,,0,,,0,,,Shelvin,Mack,0
4123,Skal Labissiere,16-17,16.5,21,83,225,33,18.5,0.209,97.7,1242,6.6,0.9,0.5,0.2,1.32,4.28,1.1,0,30.4,18.3,1.96,0.6,4.2,3.2,4,,,,,,,,,0,,,0,,,Skal,Labissiere,0
4124,Solomon Hill,16-17,16.5,26,79,225,80,29.7,0.114,99.97,4923,6,2.7,1.1,0.8,2.06,4.18,0.8,0.3,34.8,20.4,2.18,1.39,0.3,0.1,1.1,,,,,,,,,0,,,0,,,Solomon,Hill,0
4125,Spencer Dinwiddie,16-17,16.5,24,78,200,59,22.6,0.14,100.64,2795,5.1,6.1,1.9,2.6,1.59,4.21,2.1,0.9,43.6,17.2,4.43,3.84,0.3,0.1,0.4,,,,,,,,,0,,,0,,,Spencer,Dinwiddie,0
4126,Spencer Hawes,16-17,16.5,29,85,245,54,14.8,0.193,99.06,1650,5.1,0.7,0.3,0.2,1.02,4.14,0.6,0,24.6,18.4,1.77,0.7,1.9,1.3,3,,,,,,,,,0,,,0,,,Spencer,Hawes,0
4127,Stanley Johnson,16-17,16.5,21,79,245,77,17.8,0.144,97.08,2774,4.7,2.5,0.9,0.9,1.3,4.39,1.7,0.3,24.4,15.3,2.58,1.52,0.3,0.1,0.5,,,,,,,,,0,,,0,,,Stanley,Johnson,0
4128,Stephen Curry,16-17,16.5,29,75,190,79,33.4,0.286,103.28,5690,18.3,8.4,3.1,3.2,2.48,4.46,7.7,5.2,78.2,32.9,4.06,3.83,1.4,0.3,2.2,,,,,,,,,0,,,0,,,Stephen,Curry,0
4129,Stephen Zimmerman,16-17,16.5,20,84,240,19,5.7,0.142,97.33,217,1.6,0.1,0.1,0,0.41,4.41,0.1,,9.8,4.9,1.6,0.35,0.9,0.5,1.2,,,,,,,,,0,,,0,,,Stephen,Zimmerman,0
4130,Steve Novak,16-17,16.5,34,82,225,8,2.7,0.149,87.6,42,0.9,0,0,0,0.19,4.1,0,0,2.4,1.4,1.29,0.37,0,0,0,,,,,,,,,0,,,0,,,Steve,Novak,0
4131,Steven Adams,16-17,16.5,23,84,255,80,29.9,0.159,99.46,4944,8.2,0.1,0,0.1,2.03,4.08,0.2,0,35.8,23,1.62,0.5,4.6,4.4,10.5,,,,,,,,,0,,,0,,,Steven,Adams,0
4132,T.J. McConnell,16-17,16.5,25,74,200,81,26.3,0.142,101.81,4507,6.3,11.1,3.5,5,2.08,4.75,2,0.2,80,30.5,4.24,4.17,0.4,0.1,1.1,,,,,,,,,0,,,0,,,T.J.,McConnell,0
4133,T.J. Warren,16-17,16.5,23,80,225,66,31,0.188,102.13,4357,12.3,4.3,3,0.7,2.28,4.39,3.6,0.2,40.9,30.3,2.07,1.21,2.1,0.4,3.1,,,,,,,,,0,,,0,,,T.J.,Warren,0
4134,Taj Gibson,16-17,16.5,32,81,236,78,25.5,0.188,97.06,4012,9.1,0.6,0.4,0.1,1.76,4.16,0.3,0,49.6,27.5,1.59,0.46,3.2,4.6,5.6,Bulls,2017-01-29,2017-02-01,3,Sore_ankle,2017-01-17,Bulls,placed on IL with sore left ankle,0,ankle,Leg,1,2017,1,Taj,Gibson,0
4138,Tarik Black,16-17,16.5,25,81,250,67,16.3,0.152,99.84,2255,4.4,0.2,0.1,0,1.18,4.37,0.1,0,26.1,14,1.55,0.36,2,1.2,5.6,,,,,,,,,0,,,0,,,Tarik,Black,0
4139,Taurean Prince,16-17,16.5,23,80,220,59,16.6,0.168,99.75,2031,4.8,3.3,1.4,0.8,1.15,4.16,0.8,0.3,20.8,14.8,2.25,1.32,0.3,0.1,0.8,,,,,,,,,0,,,0,,,Taurean,Prince,0
4140,Terrence Jones,16-17,16.5,25,81,255,54,23.5,0.209,99.41,2640,9.1,3.1,2,0.3,1.59,4.07,0.8,0.3,38.6,23.1,2.03,0.96,1.9,2.1,3.1,,,,,,,,,0,,,0,,,Terrence,Jones,0
4141,Terrence Ross,16-17,16.5,26,79,195,78,25.1,0.185,98.95,4034,9.6,2.5,1.4,0.5,1.81,4.33,3.1,1.1,28,19.1,2.1,1.39,0.4,0.1,0.4,,,,,,,,,0,,,0,,,Terrence,Ross,0
4142,Terry Rozier,16-17,16.5,23,74,190,74,17.1,0.167,98.26,2588,5.6,3.3,1.4,1.3,1.28,4.51,1.8,0.7,37.3,15.5,4.2,4.09,0.3,0,0.7,,,,,,,,,0,,,0,,,Terry,Rozier,0
4143,Thabo Sefolosha,16-17,16.5,33,79,220,62,25.7,0.131,98.99,3282,6.4,2.8,1,1.3,1.86,4.35,1,0.1,37.6,24.2,2.23,1.31,1.1,0.3,2.2,,,,,,,,,0,,,0,,,Thabo,Sefolosha,0
4144,Thaddeus Young,16-17,16.5,29,80,221,74,30.2,0.163,98.2,4565,9.3,1.2,0.7,0.2,2.17,4.31,0.4,0,50.9,26.5,1.64,0.55,3.4,2.1,5.7,,,,,,,,,0,,,0,,,Thaddeus,Young,0
4145,Thomas Robinson,16-17,16.5,26,82,237,48,11.7,0.2,99.4,1161,4.1,1.5,1,0.2,0.85,4.37,0.4,0,23,11.8,1.94,0.87,1.5,0.6,2.9,,,,,,,,,0,,,0,,,Thomas,Robinson,0
4146,Thon Maker,16-17,16.5,20,85,223,57,9.9,0.181,94.13,1098,3.2,0.3,0.2,0,0.77,4.67,0.1,0,15.5,7.5,1.53,0.33,1,0.2,1.8,,,,,,,,,0,,,0,,,Thon,Maker,0
4147,Tiago Splitter,16-17,16.5,32,83,245,8,9.5,0.214,100.78,160,3.9,0.3,0,0.3,0.66,4.25,0,0,18.3,13.5,1.67,0.6,1.6,1.5,3.4,,,,,,,,,0,,,0,,,Tiago,Splitter,0
4148,Tim Frazier,16-17,16.5,26,73,170,65,23.5,0.161,99.33,3153,6.2,7.2,2,3,1.69,4.33,2.3,1,57.2,21.5,4.64,4.34,0.4,0.1,1.1,,,,,,,,,0,,,0,,,Tim,Frazier,0
4149,Tim Hardaway Jr.,16-17,16.5,25,78,205,79,27.3,0.218,99.87,4491,11.5,4.8,2.4,1.4,1.9,4.19,3,1.3,40.7,27.1,2.55,1.87,0.6,0.2,1.2,,,,,,,,,0,,,0,,,Tim,Hardaway Jr.,0
4150,Tim Quarterman,16-17,16.5,22,78,190,16,5,0.224,100.15,167,1.8,1.6,0.6,0.5,0.37,4.5,0.6,0.3,8.8,4.6,4.38,3.99,0.1,0,0.2,,,,,,,,,0,,,0,,,Tim,Quarterman,0
4151,Timofey Mozgov,16-17,16.5,30,85,275,54,20.4,0.168,98.47,2265,6.1,0.5,0.4,0,1.51,4.44,0.3,0,28.2,18.6,1.7,0.4,2.9,2.2,5.6,,,,,,,,,0,,,0,,,Timofey,Mozgov,0
4152,Timothe Luwawu-Cabarrot,16-17,16.5,22,78,205,69,17.2,0.175,101.78,2520,5.2,3.3,1.4,0.9,1.37,4.78,0.4,0.1,23.2,15.8,1.94,1.27,0.4,0,1,,,,,,,,,0,,,0,,,Timothe,Luwawu-Cabarrot,0
4153,Tobias Harris,16-17,16.5,24,81,235,82,31.3,0.214,96.57,5177,13,5.8,3.5,1.1,2.23,4.29,3.1,0.2,57.2,31.9,2.15,1,1.5,1.8,1.5,,,,,,,,,0,,,0,,,Tobias,Harris,0
4154,Tomas Satoransky,16-17,16.5,25,79,210,57,12.6,0.122,96.97,1451,2.6,2.5,1,0.8,0.95,4.51,0.6,0.1,20.6,10,4.05,3.71,0.2,0.1,0.7,,,,,,,,,0,,,0,,,Tomas,Satoransky,0
4155,Toney Douglas,16-17,16.5,31,74,195,24,16.4,0.158,97.69,806,4.9,4.1,1.1,2.2,1.24,4.53,2.5,1.1,38.3,13,5.71,6.1,0.5,0,0.8,,,,,,,,,0,,,0,,,Toney,Douglas,0
4156,Tony Allen,16-17,16.5,35,76,213,71,27,0.178,93.33,3702,8.4,3.1,1.6,0.8,1.84,4.11,0.3,0,35.6,21.1,2.95,2.24,1,0.3,4.8,,,,,,,,,0,,,0,,,Tony,Allen,0
4157,Tony Parker,16-17,16.5,35,74,185,63,25.2,0.204,93.02,3065,9,10.7,3.9,4.1,1.87,4.5,2.9,0,60.2,22.1,5.37,5.68,0.5,0,0.4,,,,,,,,,0,,,0,,,Tony,Parker,0
4158,Tony Snell,16-17,16.5,25,79,217,80,29.2,0.121,95.73,4643,6.8,1.7,0.7,0.6,1.95,4.02,0.7,0.1,26.8,18.7,1.78,1.04,0.4,0.1,0.5,,,,,,,,,0,,,0,,,Tony,Snell,0
4159,Treveon Graham,16-17,16.5,23,78,226,27,7,0.119,95.67,377,1.5,1.3,0.6,0.4,0.52,4.45,0.2,0,7.4,5.1,2.13,1.28,0.1,0.1,0.2,,,,,,,,,0,,,0,,,Treveon,Graham,0
4160,Trevor Ariza,16-17,16.5,32,80,215,80,34.7,0.14,101.16,5844,10,4.2,1.2,1.9,2.33,4.05,1.5,1.1,44,28.7,1.79,0.87,0.8,0.2,1.3,,,,,,,,,0,,,0,,,Trevor,Ariza,0
4161,Trevor Booker,16-17,16.5,29,80,228,71,24.7,0.185,102.32,3724,8.3,3,1.4,1,1.81,4.39,1,0.3,58.1,30.7,1.93,1,2.4,3,4.3,,,,,,,,,0,,,0,,,Trevor,Booker,0
4162,Trey Burke,16-17,16.5,24,73,191,57,12.3,0.2,96.68,1408,4.5,3.3,1,1.4,0.9,4.42,2.2,0.3,26.6,11,4.94,4.98,0.4,0,0.2,,,,,,,,,0,,,0,,,Trey,Burke,0
4163,Trey Lyles,16-17,16.5,21,82,234,71,16.3,0.209,94.4,2282,6.2,3,1.4,0.8,1.14,4.21,1.1,0.2,32.2,20.9,1.86,0.75,0.7,1,0.9,,,,,,,,,0,,,0,,,Trey,Lyles,0
4164,Tristan Thompson,16-17,16.5,26,81,238,78,30,0.112,96.92,4708,5.6,0.7,0.4,0.2,2.14,4.3,0.1,0,38.3,19.1,1.53,0.43,3.7,0.2,7.5,,,,,,,,,0,,,0,,,Tristan,Thompson,0
4165,Troy Daniels,16-17,16.5,25,76,205,67,17.7,0.203,95.73,2396,7.4,1,0.4,0.3,1.26,4.3,2.1,1.1,23.2,17.1,1.86,1.29,0.6,0.1,0.4,,,,,,,,,0,,,0,,,Troy,Daniels,0
4166,Troy Williams,16-17,16.5,22,79,210,30,18.6,0.169,97.49,1128,5.6,2,1,0.5,1.35,4.37,0.8,0.3,21.4,14.4,1.91,1,0.4,0,1.3,,,,,,,,,0,,,0,,,Troy,Williams,0
4167,Ty Lawson,16-17,16.5,29,71,195,69,25.1,0.19,97.68,3526,7.6,11.1,2.7,5.5,1.72,4.13,3.1,0.6,60.8,23.4,5.01,4.62,0.4,0.1,0.9,,,,,,,,,0,,,0,,,Ty,Lawson,0
4168,Tyler Ennis,16-17,16.5,22,75,194,53,11.1,0.189,100.38,1229,3.9,3.9,1.8,1.3,0.84,4.55,1.4,0.8,24.8,10.1,4.3,3.85,0.2,0,0.2,,,,,,,,,0,,,0,,,Tyler,Ennis,0
4169,Tyler Johnson,16-17,16.5,25,76,186,73,29.8,0.203,97.46,4426,11.3,7.8,3.3,2.8,2.17,4.37,2.6,0.2,56.8,31.4,3.42,3.07,1.1,0.1,1.3,,,,,,,,,0,,,0,,,Tyler,Johnson,0
4170,Tyler Ulis,16-17,16.5,21,70,150,61,18.4,0.199,102.97,2402,7.2,6.5,2.6,2.3,1.36,4.4,4.6,0.7,44.5,15.7,4.85,5.22,0.3,0,0.2,,,,,,,,,0,,,0,,,Tyler,Ulis,0
4171,Tyler Zeller,16-17,16.5,27,84,253,51,10.3,0.159,99.49,1089,3.1,0.3,0.1,0.1,0.73,4.27,0,0,15.7,11.3,1.52,0.45,1.3,0.5,2.5,,,,,,,,,0,,,0,,,Tyler,Zeller,0
4172,Tyreke Evans,16-17,16.5,27,78,220,40,19.7,0.262,97.79,1606,9.3,7.7,3.4,2.6,1.29,3.95,2.6,1.6,44.1,21.2,4.63,4.17,0.4,0.6,0.7,,,,,,,,,0,,,0,,,Tyreke,Evans,0
4173,Tyson Chandler,16-17,16.5,34,85,240,47,27.6,0.112,100.75,2728,4.9,0.1,0.1,0,1.78,3.93,0,,39.6,18.6,1.38,0.3,2.9,1,7.9,Suns,2017-02-11,2017-02-13,2,Sprained_ankle,2017-01-16,Suns,gastroenteritis (DTD),0,other,Others,1,2017,1,Tyson,Chandler,0
4174,Tyson Chandler,16-17,16.5,34,85,240,47,27.6,0.112,100.75,2728,4.9,0.1,0.1,0,1.78,3.93,0,,39.6,18.6,1.38,0.3,2.9,1,7.9,Suns,2017-02-11,2017-02-13,2,Sprained_ankle,2017-02-11,Suns,placed on IL with sprained right ankle,0,ankle,Leg,1,2017,2,Tyson,Chandler,0
4176,Tyus Jones,16-17,16.5,21,74,195,60,12.9,0.132,97.56,1575,3,2.5,0.9,0.9,0.93,4.35,0.9,0.3,25.7,10.5,4.64,4.16,0.1,0,0.3,,,,,,,,,0,,,0,,,Tyus,Jones,0
4177,Udonis Haslem,16-17,16.5,37,80,235,16,8.1,0.13,98.27,266,1.4,0,0,0,0.52,3.83,0,0,9.3,6.1,1.71,0.59,1.1,0.4,1.6,,,,,,,,,0,,,0,,,Udonis,Haslem,0
4178,Victor Oladipo,16-17,16.5,25,76,210,67,33.2,0.21,99.77,4613,13.9,6.3,3.1,1.9,2.35,4.25,4,0.7,46.3,29.4,3.06,2.5,1,0.3,1.6,,,,,,,,,0,,,0,,,Victor,Oladipo,0
4179,Vince Carter,16-17,16.5,40,78,220,73,24.7,0.147,93.98,3531,6.7,2.3,1,0.7,1.62,3.95,1.3,0.7,34.5,23.7,2.18,1.12,0.9,1,1,,,,,,,,,0,,,0,,,Vince,Carter,0
4180,Wade Baldwin IV,16-17,16.5,21,76,202,33,12.3,0.186,97.37,821,3.5,4.2,1.2,2,0.94,4.6,1.4,0.4,27.7,8.7,5.59,5.2,0.4,0.1,0.4,,,,,,,,,0,,,0,,,Wade,Baldwin IV,0
4181,Wayne Ellington,16-17,16.5,29,76,200,62,24.2,0.174,96.55,3018,9,1,0.2,0.4,1.73,4.32,2.5,1.3,27.4,21.5,1.71,0.85,0.5,0,0.3,,,,,,,,,0,,,0,,,Wayne,Ellington,0
4182,Wayne Selden,16-17,16.5,22,77,230,14,16.9,0.159,94.37,463,4.1,2.1,1,0.5,1.19,4.25,0.9,0.4,17.7,13.4,2.3,1.66,0.8,0,0.3,,,,,,,,,0,,,0,,,Wayne,Selden,0
4183,Wesley Johnson,16-17,16.5,29,79,215,68,11.9,0.122,99.6,1673,2.9,0.1,0,0,0.83,4.18,0.5,0.1,18.1,8.8,1.42,0.4,0.2,0.1,0.5,,,,,,,,,0,,,0,,,Wesley,Johnson,0
4184,Wesley Matthews,16-17,16.5,30,77,220,73,34.2,0.193,93.41,4849,11.6,5.6,2,2.1,2.33,4.1,4.2,1.6,50.3,36.1,2.48,1.52,0.9,2.5,0.7,,,,,,,,,0,,,0,,,Wesley,Matthews,0
4185,Will Barton,16-17,16.5,26,78,175,60,28.4,0.207,99.46,3531,11.1,7.9,3.4,2.6,1.98,4.18,3.1,1.3,45.8,28.2,3.55,2.95,0.7,0.2,1.5,Nuggets,2017-02-01,2017-02-03,2,Sore_ankle,2016-11-01,Nuggets,sore/sprained left ankle (DTD),0,ankle,Leg,1,2016,11,Will,Barton,0
4191,Will Barton,16-17,16.5,26,78,175,60,28.4,0.207,99.46,3531,11.1,7.9,3.4,2.6,1.98,4.18,3.1,1.3,45.8,28.2,3.55,2.95,0.7,0.2,1.5,Nuggets,2017-02-01,2017-02-03,2,Sore_ankle,2017-03-31,Nuggets,placed on IL with sore left foot,0,foot,Foot,1,2017,3,Will,Barton,0
4192,Will Barton,16-17,16.5,26,78,175,60,28.4,0.207,99.46,3531,11.1,7.9,3.4,2.6,1.98,4.18,3.1,1.3,45.8,28.2,3.55,2.95,0.7,0.2,1.5,Nuggets,2017-02-01,2017-02-03,2,Sore_ankle,2017-04-11,Nuggets,rest (DTD),0,other,Others,1,2017,4,Will,Barton,0
4203,Willie Cauley-Stein,16-17,16.5,23,84,240,75,18.9,0.195,96.54,2854,6.4,1.1,0.7,0.1,1.34,4.27,0.7,0,27.4,16.8,1.89,0.64,4.7,2.1,5.3,,,,,,,,,0,,,0,,,Willie,Cauley-Stein,0
4204,Willie Reed,16-17,16.5,27,83,245,71,14.5,0.15,98.42,2111,4,0.2,0.1,0,0.99,4.11,0.2,0,14.4,10.2,1.52,0.57,1.8,1.2,4.1,,,,,,,,,0,,,0,,,Willie,Reed,0
4205,Willy Hernangomez,16-17,16.5,23,83,240,72,18.4,0.199,98.36,2703,6.5,0.4,0.3,0,1.35,4.4,0.2,0,38.6,21.2,1.56,0.34,3.8,2.6,5.6,,,,,,,,,0,,,0,,,Willy,Hernangomez,0
4206,Wilson Chandler,16-17,16.5,30,80,225,71,30.9,0.217,99.83,4573,13.2,6.7,3.7,1.8,2.07,4.02,2.9,0.7,48.4,31,2.46,1.53,0.9,1.5,3.1,,,,,,,,,0,,,0,,,Wilson,Chandler,0
4207,Yogi Ferrell,16-17,16.5,24,72,180,46,26,0.192,96.32,2394,8.6,8.1,2.1,3.8,1.9,4.4,4.2,1.9,56.9,21.2,5.3,5.3,0.5,0.1,0.5,,,,,,,,,0,,,0,,,Yogi,Ferrell,0
4208,Zach LaVine,16-17,16.5,22,77,185,47,37.2,0.215,95.05,3454,15.1,5.6,2.7,1.6,2.71,4.39,5.8,2.5,57.9,40.8,3.1,2.24,0.8,0,0.9,Timberwolves,2016-11-13,2016-11-15,2,Sore_knee,2016-11-13,Timberwolves,sore right knee (DTD),0,knee,Leg,1,2016,11,Zach,LaVine,0
4209,Zach LaVine,16-17,16.5,22,77,185,47,37.2,0.215,95.05,3454,15.1,5.6,2.7,1.6,2.71,4.39,5.8,2.5,57.9,40.8,3.1,2.24,0.8,0,0.9,Timberwolves,2016-11-13,2016-11-15,2,Sore_knee,2017-01-10,Timberwolves,bruised left hip (DTD),0,hip,Lower Body,1,2017,1,Zach,LaVine,1
4211,Zach LaVine,16-17,16.5,22,77,185,47,37.2,0.215,95.05,3454,15.1,5.6,2.7,1.6,2.71,4.39,5.8,2.5,57.9,40.8,3.1,2.24,0.8,0,0.9,Timberwolves,2016-11-13,2016-11-15,2,Sore_knee,2017-02-03,Timberwolves,torn ACL in left knee (out for season),1,knee,Leg,1,2017,2,Zach,LaVine,0
4213,Zach Randolph,16-17,16.5,35,81,260,73,24.5,0.28,93.33,3509,13.2,1.6,1.1,0.2,1.6,3.94,1.5,0.1,45.5,31.2,2.16,0.83,3.3,8.9,5.8,,,,,,,,,0,,,0,,,Zach,Randolph,0
4214,Zaza Pachulia,16-17,16.5,33,83,275,70,18.1,0.15,102.01,2693,4.4,0.5,0.2,0.1,1.26,4.2,0.1,0,30.3,17.9,1.57,0.48,2.8,2,5.1,,,,,,,,,0,,,0,,,Zaza,Pachulia,0
4215,Aaron Brooks,15-16,15.5,31,72,161,69,16.1,0.225,97.72,2249,6.8,6.2,3.1,1.9,1.09,4.1,2.8,1.4,34.8,12.1,5.29,5.39,0.1,0,0.2,,,,,,,,,0,,,0,,,Aaron,Brooks,0
4216,Aaron Gordon,15-16,15.5,20,81,220,78,23.9,0.169,98.51,3813,7.4,2.2,1.1,0.5,1.83,4.56,1.2,0.1,38.5,19.3,1.92,1.08,1.1,0.6,3.9,,,,,,,,,0,,,0,,,Aaron,Gordon,0
4217,Aaron Harrison,15-16,15.5,21,78,210,21,4.4,0.132,106.5,207,0.9,0.5,0.1,0.1,0.32,4.37,0,0,4.3,2.8,2.59,1.97,0,0,0.2,,,,,,,,,0,,,0,,,Aaron,Harrison,0
4218,Adreian Payne,15-16,15.5,25,82,237,52,9.3,0.175,97.71,988,2.8,0.8,0.4,0.2,0.67,4.31,0.5,0.1,18.7,8.8,1.91,0.58,1.4,0.8,1.4,,,,,,,,,0,,,0,,,Adreian,Payne,0
4219,Al Horford,15-16,15.5,30,82,245,82,32.1,0.202,99.66,5464,12.8,2.1,0.9,0.8,2.17,4.06,0.4,0,63.5,42.1,1.6,0.57,4.7,3.8,6.4,,,,,,,,,0,,,0,,,Al,Horford,0
4220,Al Jefferson,15-16,15.5,31,82,289,47,23.3,0.24,97.27,2217,10.7,0,0,0,1.54,3.97,0.9,,28.5,22,2.16,0.54,3.2,11.3,4.6,,,,,,,,,0,,,0,,,Al,Jefferson,0
4221,Al-Farouq Aminu,15-16,15.5,25,81,215,82,28.5,0.166,98.51,4796,8.8,3.5,1.3,1.3,2.08,4.39,1.3,0.3,36.5,23.5,2.08,1.2,1,0.4,2,,,,,,,,,0,,,0,,,Al-Farouq,Aminu,0
4222,Alan Anderson,15-16,15.5,33,78,220,13,14.8,0.151,100.78,402,4.5,1.9,0.8,0.5,1.01,4.13,0.8,0.2,15.9,9.7,2.33,1.15,0.2,0.3,0.5,,,,,,,,,0,,,0,,,Alan,Anderson,0
4223,Alan Williams,15-16,15.5,23,80,260,10,6.8,0.194,109.17,156,2.4,0.1,0.1,0,0.48,4.23,0,,11.7,6.3,1.39,0.42,0.6,1.1,2.9,,,,,,,,,0,,,0,,,Alan,Williams,0
4224,Alec Burks,15-16,15.5,24,78,214,31,25.7,0.246,95.61,1578,10.8,8,3.8,1.9,1.81,4.23,4.4,1,48.4,30.1,3.82,3.27,1,0,0.7,,,,,,,,,0,,,0,,,Alec,Burks,0
4225,Alex Len,15-16,15.5,23,85,260,78,23.3,0.202,99.58,3779,8,0.6,0.3,0.1,1.59,4.08,0.4,0,38.2,21.4,1.58,0.38,4.1,5,6.8,Suns,2016-02-19,2016-02-21,2,Sprained_ankle,2016-01-12,Suns,sprained left hand (DTD),0,hand,Hand,1,2016,1,Alex,Len,0
4226,Alex Len,15-16,15.5,23,85,260,78,23.3,0.202,99.58,3779,8,0.6,0.3,0.1,1.59,4.08,0.4,0,38.2,21.4,1.58,0.38,4.1,5,6.8,Suns,2016-02-19,2016-02-21,2,Sprained_ankle,2016-02-19,Suns,sprained right ankle (DTD),0,ankle,Leg,1,2016,2,Alex,Len,0
4227,Alex Stepheson,15-16,15.5,28,82,270,8,9,0.166,99.46,150,3.4,0,0,0,0.63,4.17,0.3,,11.6,8,1.72,0.58,1.5,1.4,3.5,,,,,,,,,0,,,0,,,Alex,Stepheson,0
4228,Alexis Ajinca,15-16,15.5,28,86,248,59,14.6,0.201,99.04,1767,5.3,0.5,0.3,0.1,0.99,4.08,0.4,0,25.2,13.1,1.4,0.25,2.5,0.9,3.2,,,,,,,,,0,,,0,,,Alexis,Ajinca,0
4229,Allen Crabbe,15-16,15.5,24,78,210,81,26,0.159,99.07,4344,8.4,1.8,0.8,0.5,1.86,4.3,2.7,0.3,30.9,23.9,1.66,0.74,0.5,0.1,0.6,,,,,,,,,0,,,0,,,Allen,Crabbe,0
4230,Alonzo Gee,15-16,15.5,29,78,225,73,22.4,0.091,99.25,3351,3.5,1.5,0.6,0.5,1.7,4.56,0.3,0.1,21.3,15,1.87,0.91,0.4,0.1,1.9,,,,,,,,,0,,,0,,,Alonzo,Gee,0
4231,Amar'e Stoudemire,15-16,15.5,33,82,245,52,14.7,0.176,95.24,1517,4.3,0.3,0,0.2,0.98,4.03,0.1,,17.9,11.9,1.79,0.43,2.4,2,3.9,,,,,,,,,0,,,0,,,Amar'e,Stoudemire,0
