PLAYER_NAME,SEASON,SEASON_NUM,AGE,PLAYER_HEIGHT_INCHES,PLAYER_WEIGHT,GP,MIN,USG_PCT,PACE,POSS,FGA_PG,DRIVES,DRIVE_FGA,DRIVE_PASSES,DIST_MILES,AVG_SPEED,PULL_UP_FGA,PULL_UP_FG3A,TOUCHES,FRONT_CT_TOUCHES,AVG_SEC_PER_TOUCH,AVG_DRIB_PER_TOUCH,ELBOW_TOUCHES,POST_TOUCHES,PAINT_TOUCHES,TEAM,INJURED ON,RETURNED,DAYS MISSED,INJURED_TYPE,Date,Team,Notes,Out Indefinitely,injury_type,body_part,Injured,year,month,lower body injury,first_name,last_name,id,full_name,is_active
Jerami Grant,14-15,14.5,21.0,80.0,210.0,65,21.2,0.162,99.13,2828,5.4,3.9,1.2,1.2,1.57,4.45,0.5,0.1,36.3,23.8,1.97,0.95,1.3,0.9,1.6,,,,,,,,,0,,,0,,,0,Jerami,Grant,203924,Jerami Grant,1
Jerel McNeal,14-15,14.5,28.0,75.0,200.0,6,6.1,0.21,96.44,74,1.8,2.2,0.8,1.0,0.43,4.29,0.7,0.0,14.7,6.2,4.29,4.61,0.3,0.0,0.2,,,,,,,,,0,,,0,,,0,Jerel,McNeal,202077,Jerel McNeal,0
Jeremy Evans,14-15,14.5,27.0,81.0,200.0,38,7.0,0.125,94.26,519,1.5,0.0,0.0,0.0,0.5,4.33,0.1,0.0,11.7,6.6,1.5,0.33,1.3,0.2,1.6,,,,,,,,,0,,,0,,,0,Jeremy,Evans,202379,Jeremy Evans,0
Jeremy Lamb,14-15,14.5,23.0,77.0,185.0,47,13.5,0.212,94.34,1248,5.3,2.4,1.2,0.7,0.92,4.1,1.9,0.7,18.3,13.2,3.33,2.36,0.2,0.0,0.3,,,,,,,,,0,,,0,,,0,Jeremy,Lamb,203087,Jeremy Lamb,0
Jeremy Lin,14-15,14.5,26.0,75.0,200.0,74,25.8,0.215,97.2,3862,8.8,10.4,3.4,3.4,1.81,4.23,3.8,1.1,53.8,18.8,5.7,5.16,0.5,0.2,0.5,,,,,,,,,0,,,0,,,0,Jeremy,Lin,202391,Jeremy Lin,0
Jerome Jordan,14-15,14.5,28.0,84.0,253.0,44,8.7,0.153,96.88,772,2.1,0.1,0.1,0.0,0.59,4.06,0.0,,9.5,6.4,1.47,0.33,1.7,0.3,2.5,,,,,,,,,0,,,0,,,0,Jerome,Jordan,202366,Jerome Jordan,0
Jerrelle Benimon,14-15,14.5,23.0,,,2,1.4,0.143,96.94,6,0.0,0.0,0.0,0.0,0.08,4.41,0.0,,2.0,0.5,1.46,0.5,0.0,0.0,0.5,,,,,,,,,0,,,0,,,0,Jerrelle,Benimon,203968,Jerrelle Benimon,0
Jerryd Bayless,14-15,14.5,26.0,75.0,200.0,77,22.3,0.185,94.71,3382,6.7,6.5,1.7,3.3,1.56,4.19,2.7,0.2,45.9,20.6,4.81,4.4,0.6,0.1,0.4,,,,,,,,,0,,,0,,,0,Jerryd,Bayless,201573,Jerryd Bayless,0
Jimmer Fredette,14-15,14.5,26.0,74.0,195.0,50,10.2,0.182,96.71,1024,3.3,3.0,1.5,0.8,0.75,4.42,1.2,0.3,15.3,7.9,4.57,4.73,0.4,0.0,0.3,,,,,,,,,0,,,0,,,0,Jimmer,Fredette,202690,Jimmer Fredette,0
Jimmy Butler,14-15,14.5,25.0,79.0,220.0,65,38.7,0.213,94.13,4934,14.0,6.6,2.4,1.9,2.77,4.31,3.6,0.4,57.0,42.5,2.81,1.74,2.0,3.0,4.6,,,,,,,,,0,,,0,,,0,Jimmy,Butler,202710,Jimmy Butler,1
Joakim Noah,14-15,14.5,30.0,83.0,232.0,67,30.6,0.135,94.73,4041,6.4,1.7,0.7,0.6,2.08,4.09,0.2,0.0,68.2,37.9,1.82,0.76,5.1,1.0,7.9,Bulls,2015-04-15,2015-04-18,3.0,Sore_knee,2014-11-04,Bulls,placed on IL with illness,0,other,Others,1,2014.0,11.0,0,Joakim,Noah,201149,Joakim Noah,0
Joakim Noah,14-15,14.5,30.0,83.0,232.0,67,30.6,0.135,94.73,4041,6.4,1.7,0.7,0.6,2.08,4.09,0.2,0.0,68.2,37.9,1.82,0.76,5.1,1.0,7.9,Bulls,2015-04-15,2015-04-18,3.0,Sore_knee,2014-11-25,Bulls,placed on IL with eye abrasion,0,eye and eye,Others,1,2014.0,11.0,0,Joakim,Noah,201149,Joakim Noah,0
Joakim Noah,14-15,14.5,30.0,83.0,232.0,67,30.6,0.135,94.73,4041,6.4,1.7,0.7,0.6,2.08,4.09,0.2,0.0,68.2,37.9,1.82,0.76,5.1,1.0,7.9,Bulls,2015-04-15,2015-04-18,3.0,Sore_knee,2014-12-10,Bulls,placed on IL with sprained right ankle,0,ankle,Leg,1,2014.0,12.0,0,Joakim,Noah,201149,Joakim Noah,0
Joakim Noah,14-15,14.5,30.0,83.0,232.0,67,30.6,0.135,94.73,4041,6.4,1.7,0.7,0.6,2.08,4.09,0.2,0.0,68.2,37.9,1.82,0.76,5.1,1.0,7.9,Bulls,2015-04-15,2015-04-18,3.0,Sore_knee,2015-03-11,Bulls,left knee injury (DTD),0,knee,Leg,1,2015.0,3.0,0,Joakim,Noah,201149,Joakim Noah,0
Joakim Noah,14-15,14.5,30.0,83.0,232.0,67,30.6,0.135,94.73,4041,6.4,1.7,0.7,0.6,2.08,4.09,0.2,0.0,68.2,37.9,1.82,0.76,5.1,1.0,7.9,Bulls,2015-04-15,2015-04-18,3.0,Sore_knee,2015-05-08,Bulls,fined $25K by NBA for pushing fan while walking to locker room,0,shin,Leg,1,2015.0,5.0,0,Joakim,Noah,201149,Joakim Noah,0
Jodie Meeks,14-15,14.5,27.0,76.0,210.0,60,24.4,0.196,95.42,2921,8.9,2.9,1.2,0.8,1.8,4.44,2.4,0.7,26.9,22.6,1.85,1.41,0.9,0.1,0.5,,,,,,,,,0,,,0,,,0,Jodie,Meeks,201975,Jodie Meeks,0
Joe Harris,14-15,14.5,23.0,78.0,225.0,51,9.7,0.137,96.25,990,2.4,1.1,0.3,0.5,0.71,4.39,0.3,0.1,12.0,8.9,1.74,0.91,0.1,0.1,0.3,,,,,,,,,0,,,0,,,0,Joe,Harris,203925,Joe Harris,1
Joe Ingles,14-15,14.5,27.0,80.0,216.0,79,21.2,0.126,92.34,3229,4.5,4.1,0.7,2.1,1.51,4.28,1.3,0.5,35.3,26.7,2.51,1.47,0.4,0.0,0.2,,,,,,,,,0,,,0,,,0,Joe,Ingles,204060,Joe Ingles,1
Joe Johnson,14-15,14.5,34.0,79.0,240.0,80,34.9,0.203,93.33,5433,12.8,5.9,3.0,1.4,2.37,4.07,4.4,0.8,53.8,38.3,3.32,2.67,1.5,4.3,1.5,,,,,,,,,0,,,0,,,0,Joe,Johnson,2207,Joe Johnson,0
Joel Anthony,14-15,14.5,32.0,81.0,245.0,49,8.3,0.091,95.13,804,1.3,0.0,0.0,0.0,0.6,4.33,0.0,,5.7,3.5,1.75,0.49,0.7,0.3,1.7,,,,,,,,,0,,,0,,,0,Joel,Anthony,201202,Joel Anthony,0
Joel Freeland,14-15,14.5,28.0,82.0,225.0,48,12.8,0.131,96.99,1237,3.1,0.2,0.1,0.1,0.89,4.18,0.2,,15.1,7.7,1.62,0.41,1.6,0.7,2.5,,,,,,,,,0,,,0,,,0,Joel,Freeland,200777,Joel Freeland,0
Joey Dorsey,14-15,14.5,31.0,81.0,275.0,69,12.4,0.109,99.84,1770,2.1,0.1,0.0,0.0,0.87,4.18,0.0,0.0,16.7,7.4,1.52,0.47,1.3,0.4,3.3,,,,,,,,,0,,,0,,,0,Joey,Dorsey,201595,Joey Dorsey,0
Joffrey Lauvergne,14-15,14.5,23.0,83.0,220.0,24,11.2,0.185,99.42,552,3.7,0.6,0.3,0.1,0.78,4.19,0.0,0.0,16.6,9.2,1.56,0.5,0.8,0.7,2.9,,,,,,,,,0,,,0,,,0,Joffrey,Lauvergne,203530,Joffrey Lauvergne,0
John Henson,14-15,14.5,24.0,83.0,230.0,67,18.3,0.181,94.89,2416,5.2,0.4,0.3,0.1,1.26,4.13,0.1,,23.8,15.3,1.58,0.43,3.3,1.8,6.5,,,,,,,,,0,,,0,,,0,John,Henson,203089,John Henson,0
John Jenkins,14-15,14.5,24.0,76.0,215.0,24,12.4,0.169,98.71,609,4.1,1.2,0.4,0.4,0.89,4.31,1.1,0.3,17.1,13.0,1.85,1.04,0.3,0.0,0.3,,,,,,,,,0,,,0,,,0,John,Jenkins,203098,John Jenkins,0
John Lucas III,14-15,14.5,32.0,71.0,166.0,21,12.9,0.205,93.71,532,5.0,3.9,1.1,2.0,0.98,4.54,3.2,0.6,32.9,10.9,6.32,6.78,0.1,0.0,0.2,,,,,,,,,0,,,0,,,0,John,Lucas III,101249,John Lucas III,0
John Salmons,14-15,14.5,35.0,78.0,210.0,21,12.8,0.09,93.97,526,2.3,0.8,0.3,0.4,0.87,4.07,1.0,0.1,13.1,9.6,2.39,1.07,0.3,0.2,0.2,,,,,,,,,0,,,0,,,0,John,Salmons,2422,John Salmons,0
John Wall,14-15,14.5,24.0,76.0,195.0,79,35.9,0.253,96.44,5703,14.8,11.5,3.5,4.4,2.42,4.03,8.0,1.3,95.6,32.1,5.48,5.16,0.4,0.1,0.7,,,,,,,,,0,,,0,,,0,John,Wall,202322,John Wall,1
Johnny O'Bryant III,14-15,14.5,22.0,81.0,265.0,34,10.8,0.188,96.03,733,3.5,0.6,0.3,0.2,0.76,4.29,0.3,,14.9,8.1,1.56,0.4,0.9,0.7,1.6,,,,,,,,,0,,,0,,,0,Johnny,O'Bryant III,203948,Johnny O'Bryant III,0
Jon Leuer,14-15,14.5,26.0,82.0,228.0,63,13.1,0.181,95.42,1633,4.3,1.3,0.6,0.4,0.97,4.46,0.4,0.0,22.1,12.2,1.66,0.47,1.2,0.4,1.6,,,,,,,,,0,,,0,,,0,Jon,Leuer,202720,Jon Leuer,0
Jonas Jerebko,14-15,14.5,28.0,82.0,231.0,75,16.4,0.16,95.21,2436,5.1,1.7,1.0,0.3,1.19,4.38,0.5,0.0,28.1,16.5,1.56,0.49,0.9,0.1,2.1,,,,,,,,,0,,,0,,,0,Jonas,Jerebko,201973,Jonas Jerebko,0
Jonas Valanciunas,14-15,14.5,23.0,84.0,255.0,80,26.2,0.192,93.81,4096,8.2,0.3,0.2,0.1,1.76,4.05,0.2,0.0,36.6,17.6,1.85,0.46,1.5,4.9,7.2,,,,,,,,,0,,,0,,,0,Jonas,Valanciunas,202685,Jonas Valanciunas,1
Jordan Adams,14-15,14.5,20.0,77.0,209.0,30,8.3,0.186,96.32,498,2.9,1.2,0.6,0.5,0.6,4.37,0.8,0.1,10.3,7.5,2.08,1.38,0.3,0.0,0.7,,,,,,,,,0,,,0,,,0,Jordan,Adams,203919,Jordan Adams,0
Jordan Clarkson,14-15,14.5,23.0,77.0,185.0,59,25.0,0.23,94.08,2892,10.1,6.6,2.9,1.9,1.84,4.41,3.9,0.7,52.1,18.0,5.89,5.45,0.7,0.1,1.6,,,,,,,,,0,,,0,,,0,Jordan,Clarkson,203903,Jordan Clarkson,1
Jordan Farmar,14-15,14.5,28.0,74.0,180.0,36,14.7,0.166,97.42,1074,4.4,2.4,0.7,1.0,1.05,4.32,1.9,0.9,31.3,12.1,4.9,4.45,0.1,0.0,0.1,,,,,,,,,0,,,0,,,0,Jordan,Farmar,200770,Jordan Farmar,0
Jordan Hamilton,14-15,14.5,24.0,79.0,220.0,14,8.7,0.141,99.88,252,2.5,1.0,0.4,0.4,0.63,4.38,0.5,0.2,9.5,6.2,2.27,1.37,0.2,0.1,0.2,,,,,,,,,0,,,0,,,0,Jordan,Hamilton,202706,Jordan Hamilton,0
Jordan Hill,14-15,14.5,27.0,82.0,235.0,70,26.8,0.222,96.36,3765,11.1,1.2,0.7,0.1,1.78,3.99,1.2,0.0,47.2,26.2,2.04,0.45,3.8,3.9,5.4,,,,,,,,,0,,,0,,,0,Jordan,Hill,201941,Jordan Hill,0
Jorge Gutierrez,14-15,14.5,26.0,75.0,195.0,20,8.7,0.146,96.6,350,2.1,1.5,0.5,0.6,0.67,4.61,0.4,0.0,16.9,7.6,4.09,3.75,0.4,0.0,0.6,,,,,,,,,0,,,0,,,0,Jorge,Gutierrez,203268,Jorge Gutierrez,0
Jose Calderon,14-15,14.5,33.0,75.0,200.0,42,30.2,0.158,93.11,2462,8.4,3.1,0.7,1.4,2.15,4.31,3.1,0.4,73.7,37.8,3.72,3.44,0.4,0.1,0.4,,,,,,,,,0,,,0,,,0,Jose,Calderon,101181,Jose Calderon,0
Josh McRoberts,14-15,14.5,28.0,82.0,240.0,17,17.4,0.129,90.84,559,3.1,2.3,0.5,1.1,1.23,4.19,0.1,0.0,32.9,18.9,2.2,1.09,2.0,0.6,1.4,,,,,,,,,0,,,0,,,0,Josh,McRoberts,201177,Josh McRoberts,0
Josh Smith,14-15,14.5,29.0,81.0,225.0,83,27.7,0.242,98.85,4729,11.9,4.6,2.2,1.2,1.75,3.8,0.8,0.1,50.5,29.5,2.19,1.03,2.9,3.4,3.8,,,,,,,,,0,,,0,,,0,Josh,Smith,2746,Josh Smith,0
Jrue Holiday,14-15,14.5,25.0,76.0,205.0,40,32.6,0.224,94.82,2572,13.4,14.6,5.9,4.9,2.34,4.31,6.0,1.9,73.3,26.5,5.33,5.4,1.0,0.4,1.0,,,,,,,,,0,,,0,,,0,Jrue,Holiday,201950,Jrue Holiday,1
Julius Randle,14-15,14.5,20.0,81.0,250.0,1,13.6,0.172,90.22,25,3.0,5.0,2.0,2.0,0.86,3.99,0.0,,18.0,12.0,3.03,1.39,2.0,0.0,2.0,,,,,,,,,0,,,0,,,0,Julius,Randle,203944,Julius Randle,1
Justin Hamilton,14-15,14.5,25.0,84.0,255.0,41,17.4,0.144,93.77,1395,4.3,0.6,0.4,0.1,1.25,4.3,0.1,0.0,24.8,14.3,1.61,0.47,2.5,0.7,3.4,,,,,,,,,0,,,0,,,0,Justin,Hamilton,203120,Justin Hamilton,0
Justin Holiday,14-15,14.5,26.0,78.0,185.0,59,11.1,0.182,100.61,1374,4.0,0.5,0.2,0.1,0.82,4.35,0.7,0.2,15.3,11.8,1.9,1.09,0.5,0.0,0.8,,,,,,,,,0,,,0,,,0,Justin,Holiday,203200,Justin Holiday,1
Jusuf Nurkic,14-15,14.5,20.0,83.0,280.0,62,17.8,0.203,98.37,2253,6.2,0.2,0.1,0.0,1.22,4.12,0.1,0.0,29.4,15.2,1.51,0.47,2.2,3.0,5.7,Nuggets,2015-02-27,2015-03-13,14.0,Sprained_ankle,2015-02-27,Nuggets,sprained right ankle (DTD),0,ankle,Leg,1,2015.0,2.0,0,Jusuf,Nurkic,203994,Jusuf Nurkic,1
Jusuf Nurkic,14-15,14.5,20.0,83.0,280.0,62,17.8,0.203,98.37,2253,6.2,0.2,0.1,0.0,1.22,4.12,0.1,0.0,29.4,15.2,1.51,0.47,2.2,3.0,5.7,Nuggets,2015-02-27,2015-03-13,14.0,Sprained_ankle,2015-10-26,Nuggets,bruised knee (DTD),0,knee,Leg,1,2015.0,10.0,0,Jusuf,Nurkic,203994,Jusuf Nurkic,1
KJ McDaniels,14-15,14.5,22.0,78.0,205.0,62,21.8,0.188,98.4,2762,7.0,4.1,1.9,1.1,1.55,4.27,1.1,0.2,26.8,21.5,2.58,1.68,0.5,0.1,1.6,,,,,,,,,0,,,0,,,0,KJ,McDaniels,203909,KJ McDaniels,0
Kalin Lucas,14-15,14.5,26.0,73.0,186.0,1,5.5,0.053,104.16,12,1.0,0.0,0.0,0.0,0.4,4.33,1.0,,11.0,2.0,7.44,8.27,0.0,0.0,0.0,,,,,,,,,0,,,0,,,0,Kalin,Lucas,203564,Kalin Lucas,0
Kawhi Leonard,14-15,14.5,24.0,79.0,230.0,64,31.8,0.227,95.37,4029,12.8,6.5,2.3,2.6,2.34,4.43,4.0,0.4,49.7,34.5,2.83,2.05,1.1,3.9,2.8,,,,,,,,,0,,,0,,,0,Kawhi,Leonard,202695,Kawhi Leonard,1
Kelly Olynyk,14-15,14.5,24.0,84.0,238.0,64,22.2,0.206,99.09,2955,8.3,2.5,1.3,0.5,1.58,4.29,1.1,0.2,45.3,26.0,1.51,0.5,2.6,0.7,3.6,Celtics,2015-01-23,2015-03-04,40.0,Sprained_ankle,2015-01-23,Celtics,placed on IL with sprained right ankle,0,ankle,Leg,1,2015.0,1.0,0,Kelly,Olynyk,203482,Kelly Olynyk,1
Kemba Walker,14-15,14.5,25.0,73.0,184.0,62,34.2,0.254,93.29,4121,15.8,13.3,5.6,4.7,2.41,4.24,7.3,2.0,89.6,36.6,5.23,5.32,0.4,0.0,0.5,Hornets,2015-01-19,2015-01-21,2.0,Knee_injury,2015-01-17,Hornets,left knee injury (DTD),0,knee,Leg,1,2015.0,1.0,0,Kemba,Walker,202689,Kemba Walker,1
Kemba Walker,14-15,14.5,25.0,73.0,184.0,62,34.2,0.254,93.29,4121,15.8,13.3,5.6,4.7,2.41,4.24,7.3,2.0,89.6,36.6,5.23,5.32,0.4,0.0,0.5,Hornets,2015-01-19,2015-01-21,2.0,Knee_injury,2015-01-24,Hornets,placed on IL with torn lateral meniscus in left knee,0,knee and lat,Others,1,2015.0,1.0,0,Kemba,Walker,202689,Kemba Walker,1
Kemba Walker,14-15,14.5,25.0,73.0,184.0,62,34.2,0.254,93.29,4121,15.8,13.3,5.6,4.7,2.41,4.24,7.3,2.0,89.6,36.6,5.23,5.32,0.4,0.0,0.5,Hornets,2015-01-19,2015-01-21,2.0,Knee_injury,2015-01-28,Hornets,surgery on left knee to repair torn lateral meniscus (out for season),1,knee and lat,Others,1,2015.0,1.0,0,Kemba,Walker,202689,Kemba Walker,1
Kendall Marshall,14-15,14.5,23.0,76.0,200.0,28,14.9,0.155,94.17,819,3.6,4.1,0.9,1.9,1.08,4.21,1.0,0.2,31.5,14.4,4.6,4.41,0.3,0.7,0.2,,,,,,,,,0,,,0,,,0,Kendall,Marshall,203088,Kendall Marshall,0
Kendrick Perkins,14-15,14.5,30.0,82.0,270.0,68,16.9,0.136,96.54,2310,3.3,0.1,0.0,0.0,1.1,3.92,0.1,0.0,25.7,13.1,1.88,0.4,2.1,1.6,3.9,,,,,,,,,0,,,0,,,0,Kendrick,Perkins,2570,Kendrick Perkins,0
Kenneth Faried,14-15,14.5,25.0,80.0,228.0,75,27.8,0.199,97.28,4222,9.8,1.4,0.8,0.2,1.95,4.21,0.3,0.1,41.0,21.4,1.76,0.68,4.2,2.8,8.7,,,,,,,,,0,,,0,,,0,Kenneth,Faried,202702,Kenneth Faried,0
Kent Bazemore,14-15,14.5,25.0,77.0,201.0,75,17.6,0.151,96.78,2651,4.4,2.8,1.2,0.8,1.31,4.47,0.7,0.3,25.0,17.2,2.21,1.4,0.4,0.0,0.8,,,,,,,,,0,,,0,,,0,Kent,Bazemore,203145,Kent Bazemore,1
Kentavious Caldwell-Pope,14-15,14.5,22.0,77.0,205.0,82,31.5,0.19,95.0,5118,11.9,3.2,2.0,0.4,2.27,4.33,3.5,1.2,38.0,27.4,2.15,1.5,0.9,0.1,1.3,,,,,,,,,0,,,0,,,0,Kentavious,Caldwell-Pope,203484,Kentavious Caldwell-Pope,1
Kenyon Martin,14-15,14.5,37.0,81.0,225.0,11,9.5,0.11,100.32,218,2.0,0.1,0.1,0.0,0.66,3.89,0.1,,10.9,7.4,1.42,0.35,1.5,0.3,1.5,,,,,,,,,0,,,0,,,0,Kenyon,Martin,2030,Kenyon Martin,0
Kevin Durant,14-15,14.5,26.0,81.0,240.0,27,33.8,0.28,98.59,1879,17.3,6.3,2.9,1.6,2.17,3.85,6.4,2.2,59.0,39.7,3.12,2.05,2.2,2.8,1.8,,,,,,,,,0,,,0,,,0,Kevin,Durant,201142,Kevin Durant,1
Kevin Garnett,14-15,14.5,39.0,83.0,253.0,47,20.3,0.179,94.19,1863,6.5,0.3,0.1,0.1,1.39,4.11,1.7,0.0,42.8,20.9,1.37,0.24,2.3,2.1,3.5,,,,,,,,,0,,,0,,,0,Kevin,Garnett,708,Kevin Garnett,0
Kevin Love,14-15,14.5,26.0,82.0,243.0,75,33.8,0.214,93.83,4962,12.7,1.2,0.5,0.3,2.19,3.91,1.2,0.1,63.7,37.9,1.73,0.42,2.0,5.5,4.6,,,,,,,,,0,,,0,,,0,Kevin,Love,201567,Kevin Love,1
Kevin Martin,14-15,14.5,32.0,79.0,204.0,39,33.4,0.262,96.48,2623,16.0,4.2,2.1,0.9,2.31,4.12,5.5,0.7,47.1,36.9,2.35,1.21,2.2,1.0,1.4,,,,,,,,,0,,,0,,,0,Kevin,Martin,2755,Kevin Martin,0
Kevin Seraphin,14-15,14.5,25.0,82.0,278.0,79,15.6,0.216,92.34,2364,5.7,0.2,0.1,0.0,1.09,4.18,0.7,0.0,25.6,15.5,1.86,0.59,2.5,4.9,4.0,,,,,,,,,0,,,0,,,0,Kevin,Seraphin,202338,Kevin Seraphin,0
Khris Middleton,14-15,14.5,23.0,79.0,225.0,79,30.1,0.194,95.52,4721,11.0,3.6,1.4,1.4,2.13,4.25,3.3,0.2,44.2,29.4,2.22,1.5,0.9,1.6,1.4,,,,,,,,,0,,,0,,,0,Khris,Middleton,203114,Khris Middleton,1
Kirk Hinrich,14-15,14.5,34.0,76.0,190.0,66,24.4,0.129,95.47,3200,5.8,2.8,1.1,1.0,1.84,4.54,1.9,0.4,40.5,21.1,4.38,4.24,0.2,0.0,0.2,,,,,,,,,0,,,0,,,0,Kirk,Hinrich,2550,Kirk Hinrich,0
Klay Thompson,14-15,14.5,25.0,79.0,215.0,77,31.9,0.272,100.37,5131,16.9,6.5,3.4,1.5,2.33,4.33,5.6,1.9,45.8,35.0,2.65,1.95,1.3,1.0,1.4,Warriors,2015-03-18,2015-03-23,5.0,Sprained_ankle,2014-11-09,Warriors,sprained right hand (DTD),0,hand,Hand,1,2014.0,11.0,0,Klay,Thompson,202691,Klay Thompson,1
Klay Thompson,14-15,14.5,25.0,79.0,215.0,77,31.9,0.272,100.37,5131,16.9,6.5,3.4,1.5,2.33,4.33,5.6,1.9,45.8,35.0,2.65,1.95,1.3,1.0,1.4,Warriors,2015-03-18,2015-03-23,5.0,Sprained_ankle,2015-03-13,Warriors,rest (DTD),0,other,Others,1,2015.0,3.0,0,Klay,Thompson,202691,Klay Thompson,1
Klay Thompson,14-15,14.5,25.0,79.0,215.0,77,31.9,0.272,100.37,5131,16.9,6.5,3.4,1.5,2.33,4.33,5.6,1.9,45.8,35.0,2.65,1.95,1.3,1.0,1.4,Warriors,2015-03-18,2015-03-23,5.0,Sprained_ankle,2015-03-18,Warriors,placed on IL with sprained right ankle,0,ankle,Leg,1,2015.0,3.0,0,Klay,Thompson,202691,Klay Thompson,1
Kobe Bryant,14-15,14.5,36.0,78.0,212.0,35,34.5,0.337,96.89,2434,20.4,8.7,3.5,2.8,2.22,3.88,9.9,2.6,67.0,39.9,4.89,3.82,2.6,5.5,2.3,,,,,,,,,0,,,0,,,0,Kobe,Bryant,977,Kobe Bryant,0
Kosta Koufos,14-15,14.5,26.0,84.0,265.0,81,16.6,0.154,94.5,2646,4.4,0.2,0.1,0.0,1.16,4.2,0.1,,24.4,12.8,1.53,0.35,2.1,1.3,4.8,,,,,,,,,0,,,0,,,0,Kosta,Koufos,201585,Kosta Koufos,0
Kostas Papanikolaou,14-15,14.5,24.0,80.0,235.0,43,18.5,0.14,98.03,1630,4.6,3.5,0.8,1.7,1.41,4.6,0.4,0.2,31.5,19.7,2.1,1.26,0.6,0.2,1.4,,,,,,,,,0,,,0,,,0,Kostas,Papanikolaou,203123,Kostas Papanikolaou,0
Kris Humphries,14-15,14.5,30.0,81.0,235.0,64,21.0,0.181,94.54,2639,7.0,1.0,0.5,0.2,1.47,4.2,0.5,0.0,38.1,20.6,1.57,0.43,3.0,0.7,3.7,,,,,,,,,0,,,0,,,0,Kris,Humphries,2743,Kris Humphries,0
Kyle Anderson,14-15,14.5,21.0,81.0,230.0,33,10.9,0.13,95.78,716,2.7,2.3,0.8,1.1,0.8,4.45,0.7,0.1,18.7,12.1,2.81,1.76,0.2,0.2,0.3,,,,,,,,,0,,,0,,,0,Kyle,Anderson,203937,Kyle Anderson,1
Kyle Korver,14-15,14.5,34.0,79.0,212.0,75,32.2,0.139,96.35,4866,8.0,0.8,0.2,0.3,2.35,4.39,1.5,0.7,39.0,30.1,1.52,0.54,0.7,0.0,0.5,,,,,,,,,0,,,0,,,0,Kyle,Korver,2594,Kyle Korver,0
Kyle Lowry,14-15,14.5,29.0,72.0,205.0,70,34.5,0.246,95.19,4791,14.9,10.3,3.9,3.3,2.28,3.97,6.8,2.8,79.2,31.5,5.22,4.79,0.7,0.7,1.2,,,,,,,,,0,,,0,,,0,Kyle,Lowry,200768,Kyle Lowry,1
Kyle O'Quinn,14-15,14.5,25.0,82.0,250.0,51,16.2,0.179,95.54,1633,4.7,0.6,0.2,0.3,1.07,3.97,0.4,0.1,31.0,17.8,1.82,0.38,2.0,0.9,2.4,,,,,,,,,0,,,0,,,0,Kyle,O'Quinn,203124,Kyle O'Quinn,0
Kyle Singler,14-15,14.5,27.0,80.0,228.0,80,21.8,0.129,96.19,3483,5.6,1.8,0.9,0.5,1.69,4.66,1.0,0.1,27.8,18.1,1.8,0.74,0.5,0.2,0.6,,,,,,,,,0,,,0,,,0,Kyle,Singler,202713,Kyle Singler,0
Kyrie Irving,14-15,14.5,23.0,75.0,193.0,75,36.4,0.255,94.55,5382,16.5,12.3,5.8,3.4,2.41,3.98,6.6,2.4,80.0,33.2,4.9,4.68,0.9,0.4,1.3,,,,,,,,,0,,,0,,,0,Kyrie,Irving,202681,Kyrie Irving,1
LaMarcus Aldridge,14-15,14.5,29.0,83.0,240.0,71,35.4,0.297,95.29,4991,19.9,1.4,0.8,0.2,2.26,3.84,6.8,0.2,63.6,42.7,2.13,0.82,4.0,12.5,4.6,,,,,,,,,0,,,0,,,0,LaMarcus,Aldridge,200746,LaMarcus Aldridge,0
Lance Stephenson,14-15,14.5,24.0,77.0,230.0,61,25.8,0.206,94.73,3104,9.0,6.7,2.8,2.3,1.72,4.02,4.0,0.4,49.8,37.8,3.49,2.63,0.5,0.2,0.9,,,,,,,,,0,,,0,,,0,Lance,Stephenson,202362,Lance Stephenson,0
Lance Thomas,14-15,14.5,27.0,80.0,225.0,62,24.0,0.169,93.72,2901,7.1,1.8,1.0,0.3,1.74,4.35,1.7,0.0,34.0,28.3,2.05,0.62,2.5,0.8,2.3,,,,,,,,,0,,,0,,,0,Lance,Thomas,202498,Lance Thomas,0
Landry Fields,14-15,14.5,27.0,79.0,215.0,26,8.3,0.105,96.57,439,1.6,1.1,0.6,0.3,0.64,4.57,0.2,0.0,9.5,6.4,2.33,1.72,0.3,0.0,0.7,,,,,,2015-09-03,,surgery on hip to repair torn labrum (out indefinitely),1,hip,Lower Body,1,2015.0,9.0,1,Landry,Fields,202361,Landry Fields,0
Langston Galloway,14-15,14.5,23.0,74.0,200.0,45,32.4,0.187,93.65,2841,11.4,3.8,2.0,0.9,2.35,4.36,3.8,0.8,69.9,35.8,3.63,3.46,1.1,0.1,1.0,,,,,,,,,0,,,0,,,0,Langston,Galloway,204038,Langston Galloway,1
Larry Drew II,14-15,14.5,25.0,74.0,180.0,12,18.3,0.168,95.95,439,4.8,3.3,0.7,1.5,1.35,4.44,2.3,0.8,51.8,22.0,4.33,4.22,0.2,0.1,0.2,,,,,,,,,0,,,0,,,0,Larry,Drew II,203580,Larry Drew II,0
