PLAYER_NAME,SEASON,SEASON_NUM,AGE,PLAYER_HEIGHT_INCHES,PLAYER_WEIGHT,GP,MIN,USG_PCT,PACE,POSS,FGA_PG,DRIVES,DRIVE_FGA,DRIVE_PASSES,DIST_MILES,AVG_SPEED,PULL_UP_FGA,PULL_UP_FG3A,TOUCHES,FRONT_CT_TOUCHES,AVG_SEC_PER_TOUCH,AVG_DRIB_PER_TOUCH,ELBOW_TOUCHES,POST_TOUCHES,PAINT_TOUCHES,TEAM,INJURED ON,RETURNED,DAYS MISSED,INJURED_TYPE,Date,Team,Notes,Out Indefinitely,injury_type,body_part,Injured,year,month,lower body injury,first_name,last_name,id,full_name,is_active
Hamidou Diallo,18-19,18.5,20.0,77.0,198.0,51,10.3,0.16,104.11,1142,3.2,1.3,0.8,0.2,0.83,4.39,0.2,0.0,9.1,6.3,2.23,1.72,0.3,0.0,1.4,Thunder,2018-11-23,2018-11-30,7.0,Sprained_ankle,2019-04-14,Thunder,sore right elbow (out for season),1,elbow,Arm,1,2019.0,4.0,0,Hamidou,Diallo,1628977,Hamidou Diallo,1
Harrison Barnes,18-19,18.5,27.0,80.0,225.0,77,32.9,0.202,102.22,5405,13.3,5.0,3.1,1.0,2.53,4.32,3.2,1.1,50.8,30.8,2.22,1.13,0.7,3.3,1.8,,,,,,,,,0,,,0,,,0,Harrison,Barnes,203084,Harrison Barnes,1
Harry Giles III,18-19,18.5,21.0,82.0,240.0,58,14.1,0.227,106.54,1813,6.0,1.1,0.6,0.2,1.07,4.22,0.5,0.0,23.4,15.9,1.92,0.7,3.8,2.8,4.2,,,,,,,,,0,,,0,,,0,Harry,Giles III,1628385,Harry Giles III,0
Hassan Whiteside,18-19,18.5,30.0,84.0,265.0,72,23.3,0.215,99.34,3462,9.4,0.5,0.3,0.1,1.62,3.91,0.3,0.0,31.2,18.8,1.65,0.54,3.1,2.8,9.3,,,,,,,,,0,,,0,,,0,Hassan,Whiteside,202355,Hassan Whiteside,0
Haywood Highsmith,18-19,18.5,22.0,79.0,220.0,5,8.0,0.115,105.57,88,2.0,1.0,0.4,0.6,0.66,4.59,0.4,0.2,11.8,7.4,1.23,0.59,0.0,0.0,0.6,,,,,,,,,0,,,0,,,0,Haywood,Highsmith,1629312,Haywood Highsmith,1
Henry Ellenson,18-19,18.5,22.0,83.0,245.0,19,13.6,0.186,101.52,545,5.0,2.1,1.1,0.6,1.14,4.71,0.6,0.3,26.2,12.0,2.05,1.19,0.3,0.8,0.7,Pistons,2019-01-21,2019-01-25,4.0,Sprained_ankle,2018-12-11,Pistons,sprained left ankle (DTD),0,ankle,Leg,1,2018.0,12.0,0,Henry,Ellenson,1627740,Henry Ellenson,0
Ian Clark,18-19,18.5,28.0,75.0,175.0,60,16.2,0.185,106.16,2159,6.4,2.7,1.4,0.8,1.26,4.36,2.2,1.0,27.3,17.0,2.81,2.37,0.5,0.1,0.5,,,,,,,,,0,,,0,,,0,Ian,Clark,203546,Ian Clark,0
Ian Mahinmi,18-19,18.5,32.0,83.0,262.0,34,14.6,0.128,100.63,1043,3.1,0.3,0.2,0.1,1.11,4.18,0.0,0.0,21.8,11.4,1.58,0.6,1.8,0.3,3.7,,,,,,,,,0,,,0,,,0,Ian,Mahinmi,101133,Ian Mahinmi,0
Ike Anigbogu,18-19,18.5,20.0,82.0,250.0,3,2.1,0.267,109.27,14,1.0,0.0,0.0,0.0,0.15,4.38,0.3,,3.0,1.3,1.32,0.22,0.0,0.0,0.3,,,,,,,,,0,,,0,,,0,Ike,Anigbogu,1628387,Ike Anigbogu,0
Iman Shumpert,18-19,18.5,29.0,77.0,215.0,62,23.9,0.143,103.82,3202,7.2,1.4,0.6,0.6,1.84,4.32,2.5,1.0,29.9,20.0,2.19,1.36,0.3,0.2,0.7,,,,,,,,,0,,,0,,,0,Iman,Shumpert,202697,Iman Shumpert,0
Isaac Bonga,18-19,18.5,19.0,80.0,180.0,22,5.5,0.151,106.78,264,1.5,1.3,0.5,0.7,0.44,4.42,0.4,0.1,7.6,4.1,3.59,2.89,0.0,0.1,0.5,,,,,,,,,0,,,0,,,0,Isaac,Bonga,1629067,Isaac Bonga,0
Isaac Humphries,18-19,18.5,21.0,84.0,260.0,5,11.3,0.142,109.72,129,4.2,0.0,0.0,0.0,0.95,4.66,0.0,0.0,18.8,9.6,1.13,0.12,0.2,0.0,1.8,,,,,,,,,0,,,0,,,0,Isaac,Humphries,1629353,Isaac Humphries,0
Isaiah Briscoe,18-19,18.5,23.0,75.0,215.0,39,14.3,0.139,100.12,1165,3.5,4.2,1.4,2.2,1.1,4.32,1.2,0.1,29.2,7.7,5.74,5.46,0.1,0.0,0.2,,,,,,,,,0,,,0,,,0,Isaiah,Briscoe,1628515,Isaiah Briscoe,0
Isaiah Canaan,18-19,18.5,28.0,72.0,200.0,30,20.9,0.147,99.68,1298,5.5,3.3,1.5,1.5,1.6,4.3,1.8,1.2,45.5,16.5,4.29,4.18,0.1,0.1,0.1,,,,,,,,,0,,,0,,,0,Isaiah,Canaan,203477,Isaiah Canaan,0
Isaiah Hartenstein,18-19,18.5,21.0,84.0,249.0,28,7.9,0.112,102.4,469,1.5,0.1,0.0,0.1,0.64,4.47,0.0,0.0,10.9,5.6,1.51,0.31,1.2,0.1,2.1,,,,,,,,,0,,,0,,,0,Isaiah,Hartenstein,1628392,Isaiah Hartenstein,1
Isaiah Hicks,18-19,18.5,24.0,81.0,230.0,3,10.8,0.153,98.72,67,2.7,0.7,0.7,0.0,0.82,4.37,1.0,,15.7,7.3,2.06,0.97,0.7,2.0,1.3,,,,,,,,,0,,,0,,,0,Isaiah,Hicks,1628439,Isaiah Hicks,0
Isaiah Thomas,18-19,18.5,30.0,69.0,185.0,12,15.1,0.274,107.0,403,8.3,7.3,3.4,2.9,1.09,4.02,2.3,1.4,30.9,13.8,4.63,4.14,0.5,0.0,0.4,,,,,,,,,0,,,0,,,0,Isaiah,Thomas,202738,Isaiah Thomas,0
Ish Smith,18-19,18.5,30.0,72.0,175.0,56,22.3,0.193,98.67,2578,8.7,11.1,3.9,6.2,1.79,4.52,3.6,1.1,53.8,18.6,5.04,5.02,0.2,0.0,0.5,,,,,,,,,0,,,0,,,0,Ish,Smith,202397,Ish Smith,1
Ivan Rabb,18-19,18.5,22.0,82.0,220.0,49,14.7,0.166,98.51,1478,4.3,0.4,0.2,0.1,1.13,4.3,0.4,0.0,26.1,15.7,1.75,0.65,2.5,1.7,3.8,,,,,,,,,0,,,0,,,0,Ivan,Rabb,1628397,Ivan Rabb,0
Ivica Zubac,18-19,18.5,22.0,85.0,240.0,59,17.6,0.199,104.36,2260,6.4,0.1,0.0,0.0,1.32,4.24,0.1,,34.6,19.4,1.46,0.51,2.8,1.7,6.7,,,,,,,,,0,,,0,,,0,Ivica,Zubac,1627826,Ivica Zubac,1
J.J. Barea,18-19,18.5,35.0,72.0,185.0,38,19.8,0.263,102.73,1612,10.1,10.4,4.8,3.9,1.52,4.25,4.9,2.1,59.7,24.1,4.98,4.91,0.1,0.0,0.3,Mavericks,2019-01-05,2019-01-07,2.0,Sore_ankle,,,,0,,,0,,,0,J.J.,Barea,200826,J.J. Barea,0
J.P. Macura,18-19,18.5,24.0,77.0,205.0,2,8.4,0.209,105.5,38,4.5,1.5,0.5,1.0,0.68,4.61,0.0,0.0,14.0,10.5,2.01,1.36,0.0,0.0,0.5,,,,,,,,,0,,,0,,,0,J.P.,Macura,1629122,J.P. Macura,0
JJ Redick,18-19,18.5,35.0,76.0,200.0,76,31.3,0.209,105.13,5218,13.5,2.3,1.0,0.9,2.49,4.46,6.1,3.1,40.8,36.1,1.68,1.0,0.9,0.0,0.8,,,,,,,,,0,,,0,,,0,JJ,Redick,200755,JJ Redick,0
JR Smith,18-19,18.5,33.0,78.0,225.0,11,20.2,0.176,101.9,473,7.2,1.9,0.6,0.9,1.46,4.02,4.1,1.1,29.5,18.7,2.4,1.66,0.4,0.2,0.5,,,,,,,,,0,,,0,,,0,JR,Smith,2747,JR Smith,0
JaKarr Sampson,18-19,18.5,26.0,81.0,215.0,4,31.8,0.234,98.25,260,13.5,9.3,4.5,2.5,2.45,4.31,2.3,0.0,58.0,30.8,2.02,1.14,1.8,0.8,2.8,,,,,,,,,0,,,0,,,0,JaKarr,Sampson,203960,JaKarr Sampson,0
JaMychal Green,18-19,18.5,29.0,81.0,227.0,65,21.1,0.185,101.9,2888,7.3,0.8,0.4,0.2,1.62,4.26,0.5,0.2,38.1,19.9,1.59,0.44,1.8,1.7,3.8,Clippers,2019-02-07,2019-02-09,2.0,Sore_knee,2019-02-07,Clippers,placed on IL with sore left knee,0,knee,Leg,1,2019.0,2.0,0,JaMychal,Green,203210,JaMychal Green,1
JaMychal Green,18-19,18.5,29.0,81.0,227.0,65,21.1,0.185,101.9,2888,7.3,0.8,0.4,0.2,1.62,4.26,0.5,0.2,38.1,19.9,1.59,0.44,1.8,1.7,3.8,Grizzlies,2019-01-28,2019-01-30,2.0,Sore_knee,2018-10-20,Grizzlies,fractured jaw (out indefinitely),1,jaw,Facial,1,2018.0,10.0,0,JaMychal,Green,203210,JaMychal Green,1
JaMychal Green,18-19,18.5,29.0,81.0,227.0,65,21.1,0.185,101.9,2888,7.3,0.8,0.4,0.2,1.62,4.26,0.5,0.2,38.1,19.9,1.59,0.44,1.8,1.7,3.8,Grizzlies,2019-01-28,2019-01-30,2.0,Sore_knee,2018-10-22,Grizzlies,placed on IL with fractured jaw,0,jaw,Facial,1,2018.0,10.0,0,JaMychal,Green,203210,JaMychal Green,1
JaMychal Green,18-19,18.5,29.0,81.0,227.0,65,21.1,0.185,101.9,2888,7.3,0.8,0.4,0.2,1.62,4.26,0.5,0.2,38.1,19.9,1.59,0.44,1.8,1.7,3.8,Grizzlies,2019-01-28,2019-01-30,2.0,Sore_knee,2019-01-28,Grizzlies,sore left knee (DTD),0,knee,Leg,1,2019.0,1.0,0,JaMychal,Green,203210,JaMychal Green,1
JaVale McGee,18-19,18.5,31.0,84.0,270.0,75,22.3,0.197,104.87,3651,8.5,0.6,0.4,0.0,1.62,4.12,0.4,0.0,32.7,17.5,1.31,0.34,3.5,1.4,8.0,,,,,,,,,0,,,0,,,0,JaVale,McGee,201580,JaVale McGee,1
Jabari Parker,18-19,18.5,24.0,80.0,245.0,64,26.9,0.236,102.85,3706,11.7,6.5,2.7,2.6,2.1,4.32,3.0,0.9,59.7,27.5,2.29,1.6,1.1,2.7,2.4,,,,,,,,,0,,,0,,,0,Jabari,Parker,203953,Jabari Parker,0
Jacob Evans,18-19,18.5,22.0,78.0,210.0,30,6.8,0.134,102.08,429,1.8,0.5,0.3,0.2,0.55,4.51,0.8,0.0,10.6,6.1,2.84,2.04,0.1,0.0,0.2,,,,,,,,,0,,,0,,,0,Jacob,Evans,1628980,Jacob Evans,0
Jae Crowder,18-19,18.5,28.0,78.0,235.0,80,27.1,0.183,102.94,4656,10.0,2.1,1.0,0.6,2.01,4.15,1.7,1.3,51.5,25.9,1.65,0.86,0.4,0.2,1.3,,,,,,,,,0,,,0,,,0,Jae,Crowder,203109,Jae Crowder,1
Jahlil Okafor,18-19,18.5,23.0,83.0,275.0,59,15.8,0.198,103.79,2018,6.1,1.2,0.8,0.1,1.2,4.3,0.5,0.0,27.5,15.0,2.16,1.08,2.2,3.2,4.2,Pelicans,2019-03-04,2019-03-06,2.0,Sprained_ankle,2019-02-08,Pelicans,placed on IL with sprained left ankle,0,ankle,Leg,1,2019.0,2.0,0,Jahlil,Okafor,1626143,Jahlil Okafor,0
Jake Layman,18-19,18.5,25.0,81.0,215.0,71,18.7,0.156,100.98,2799,6.0,1.5,0.8,0.5,1.49,4.48,0.9,0.4,21.8,14.7,1.77,0.91,0.6,0.3,2.0,,,,,,,,,0,,,0,,,0,Jake,Layman,1627774,Jake Layman,1
Jakob Poeltl,18-19,18.5,23.0,84.0,230.0,77,16.5,0.125,100.91,2668,3.8,0.2,0.1,0.1,1.29,4.48,0.1,,25.4,14.1,1.43,0.29,2.4,1.1,5.1,,,,,,,,,0,,,0,,,0,Jakob,Poeltl,1627751,Jakob Poeltl,1
Jalen Brunson,18-19,18.5,22.0,75.0,190.0,73,21.8,0.186,100.42,3333,7.7,7.9,3.2,3.6,1.73,4.44,2.7,0.9,45.8,21.1,4.1,3.59,1.1,0.2,0.7,,,,,,,,,0,,,0,,,0,Jalen,Brunson,1628973,Jalen Brunson,1
Jalen Jones,18-19,18.5,26.0,79.0,220.0,16,13.4,0.162,101.21,454,3.9,1.8,0.6,0.4,1.05,4.39,0.3,0.0,16.7,8.6,2.08,1.17,0.1,0.1,0.9,,,,,,,,,0,,,0,,,0,Jalen,Jones,1627883,Jalen Jones,0
Jamal Crawford,18-19,18.5,39.0,77.0,185.0,64,18.9,0.198,103.99,2632,6.8,3.0,1.3,1.2,1.31,3.87,4.7,1.8,37.8,15.4,4.82,4.55,0.1,0.0,0.1,Suns,2019-01-15,2019-01-20,5.0,Sore_knee,2018-12-10,Suns,sore left knee (DTD),0,knee,Leg,1,2018.0,12.0,0,Jamal,Crawford,2037,Jamal Crawford,0
Jamal Murray,18-19,18.5,22.0,76.0,207.0,75,32.6,0.241,99.49,5074,15.6,10.2,4.9,4.0,2.55,4.4,7.8,2.8,76.9,34.6,4.37,3.93,1.0,0.3,1.9,Nuggets,2019-01-26,2019-02-06,11.0,Sprained_ankle,2019-01-26,Nuggets,placed on IL with sprained left ankle,0,ankle,Leg,1,2019.0,1.0,0,Jamal,Murray,1627750,Jamal Murray,1
James Ennis III,18-19,18.5,28.0,79.0,210.0,58,21.2,0.125,101.02,2576,5.1,1.3,0.6,0.5,1.64,4.34,0.4,0.3,19.1,12.6,1.67,0.81,0.5,0.0,1.7,,,,,,,,,0,,,0,,,0,James,Ennis III,203516,James Ennis III,0
James Harden,18-19,18.5,29.0,77.0,220.0,78,36.8,0.396,98.06,5851,24.5,19.6,9.3,6.1,2.37,3.63,13.7,12.1,87.2,27.7,6.37,5.92,0.4,1.1,0.9,,,,,,,,,0,,,0,,,0,James,Harden,201935,James Harden,1
James Johnson,18-19,18.5,32.0,80.0,240.0,55,21.2,0.177,99.11,2406,6.9,4.6,2.2,1.5,1.54,4.06,1.3,0.6,38.3,18.8,2.9,2.23,1.0,0.5,1.3,,,,,,,,,0,,,0,,,0,James,Johnson,201949,James Johnson,1
James Nunnally,18-19,18.5,28.0,79.0,208.0,15,6.8,0.153,103.1,218,2.3,0.4,0.3,0.1,0.53,4.36,0.4,0.3,6.9,5.3,1.77,1.04,0.0,0.0,0.1,,,,,,,,,0,,,0,,,0,James,Nunnally,203263,James Nunnally,0
Jared Dudley,18-19,18.5,33.0,79.0,237.0,59,20.7,0.104,100.22,2553,4.1,2.5,0.7,1.4,1.52,4.09,0.3,0.1,36.5,19.1,1.48,0.54,0.4,0.2,0.8,,,,,,,,,0,,,0,,,0,Jared,Dudley,201162,Jared Dudley,0
Jared Terrell,18-19,18.5,24.0,75.0,227.0,14,7.9,0.197,101.69,236,2.8,1.4,0.7,0.4,0.59,4.1,1.2,0.4,15.7,5.9,4.89,4.48,0.1,0.0,0.0,,,,,,,,,0,,,0,,,0,Jared,Terrell,1629123,Jared Terrell,0
Jarell Martin,18-19,18.5,25.0,82.0,239.0,42,7.8,0.153,103.06,704,2.5,0.3,0.1,0.1,0.63,4.47,0.3,0.1,14.3,6.0,1.77,0.59,0.3,0.2,0.6,,,,,,,,,0,,,0,,,0,Jarell,Martin,1626185,Jarell Martin,0
Jaren Jackson Jr.,18-19,18.5,19.0,83.0,242.0,58,26.1,0.231,96.48,3029,10.2,2.1,1.4,0.3,1.95,4.22,0.6,0.2,40.3,25.3,1.89,0.62,3.2,4.6,6.7,,,,,,,,,0,,,0,,,0,Jaren,Jackson Jr.,1628991,Jaren Jackson Jr.,1
Jaron Blossomgame,18-19,18.5,25.0,80.0,220.0,27,16.3,0.12,98.26,904,3.9,0.5,0.3,0.2,1.25,4.38,0.3,0.0,24.7,10.2,1.46,0.37,0.7,0.1,2.0,,,,,,,,,0,,,0,,,0,Jaron,Blossomgame,1628417,Jaron Blossomgame,0
Jarred Vanderbilt,18-19,18.5,20.0,81.0,214.0,17,4.1,0.179,111.35,162,1.1,0.2,0.1,0.1,0.33,4.5,0.1,0.0,6.1,3.1,1.7,0.82,0.5,0.1,1.2,,,,,,,,,0,,,0,,,0,Jarred,Vanderbilt,1629020,Jarred Vanderbilt,1
Jarrett Allen,18-19,18.5,21.0,83.0,237.0,80,26.2,0.158,102.55,4472,7.1,0.3,0.2,0.0,1.97,4.23,0.0,0.0,42.6,26.8,1.25,0.28,4.1,0.3,8.1,,,,,,,,,0,,,0,,,0,Jarrett,Allen,1628386,Jarrett Allen,1
Jason Smith,18-19,18.5,33.0,84.0,240.0,20,9.5,0.169,106.07,422,3.0,0.4,0.2,0.1,0.76,4.44,0.0,0.0,18.6,9.1,1.24,0.25,0.9,0.2,1.5,,,,,,,,,0,,,0,,,0,Jason,Smith,201160,Jason Smith,0
Jawun Evans,18-19,18.5,22.0,72.0,190.0,8,8.0,0.142,98.09,131,1.8,2.6,0.9,1.3,0.65,4.5,1.0,0.3,17.1,6.4,4.53,4.12,0.3,0.0,0.3,,,,,,,,,0,,,0,,,0,Jawun,Evans,1628393,Jawun Evans,0
Jaylen Adams,18-19,18.5,23.0,74.0,190.0,34,12.6,0.131,106.81,954,3.2,2.7,0.6,1.6,1.0,4.41,1.2,0.8,27.7,8.2,4.7,4.73,0.2,0.0,0.2,Hawks,2019-02-09,2019-02-22,13.0,Sprained_ankle,2019-02-09,Hawks,placed on IL with sprained right ankle,0,ankle,Leg,1,2019.0,2.0,0,Jaylen,Adams,1629121,Jaylen Adams,0
Jaylen Brown,18-19,18.5,22.0,79.0,220.0,74,25.9,0.215,102.15,4058,10.7,5.1,2.4,1.8,1.98,4.3,2.3,0.4,31.8,21.0,2.34,1.69,0.6,1.2,2.2,,,,,,,,,0,,,0,,,0,Jaylen,Brown,1627759,Jaylen Brown,1
Jaylen Morris,18-19,18.5,23.0,77.0,185.0,4,7.1,0.15,111.95,65,2.5,0.8,0.5,0.3,0.58,4.51,0.0,0.0,8.0,4.8,2.15,1.69,0.5,0.0,0.3,,,,,,,,,0,,,0,,,0,Jaylen,Morris,1628537,Jaylen Morris,0
Jayson Tatum,18-19,18.5,21.0,80.0,208.0,79,31.1,0.218,100.68,5152,13.1,5.6,2.8,1.9,2.28,4.14,5.4,1.4,45.3,28.5,2.7,1.83,1.1,1.5,2.2,,,,,,,,,0,,,0,,,0,Jayson,Tatum,1628369,Jayson Tatum,1
Jeff Green,18-19,18.5,32.0,81.0,235.0,77,27.2,0.174,102.39,4469,8.9,2.1,1.1,0.5,1.86,3.81,1.6,0.4,39.2,23.3,1.81,0.71,1.1,1.2,2.1,,,,,,,,,0,,,0,,,0,Jeff,Green,201145,Jeff Green,1
Jeff Teague,18-19,18.5,31.0,74.0,195.0,42,30.1,0.186,101.85,2683,9.9,14.1,5.5,6.1,1.97,3.67,3.7,1.5,69.7,22.1,5.43,5.34,0.4,0.1,0.3,Timberwolves,2019-02-27,2019-02-28,1.0,Sore_knee,2018-10-31,Timberwolves,bruised left knee (DTD),0,knee,Leg,1,2018.0,10.0,0,Jeff,Teague,201952,Jeff Teague,0
Jeff Teague,18-19,18.5,31.0,74.0,195.0,42,30.1,0.186,101.85,2683,9.9,14.1,5.5,6.1,1.97,3.67,3.7,1.5,69.7,22.1,5.43,5.34,0.4,0.1,0.3,Timberwolves,2019-02-27,2019-02-28,1.0,Sore_knee,2018-12-17,Timberwolves,left ankle injury (DTD),0,ankle,Leg,1,2018.0,12.0,0,Jeff,Teague,201952,Jeff Teague,0
Jeff Teague,18-19,18.5,31.0,74.0,195.0,42,30.1,0.186,101.85,2683,9.9,14.1,5.5,6.1,1.97,3.67,3.7,1.5,69.7,22.1,5.43,5.34,0.4,0.1,0.3,Timberwolves,2019-02-27,2019-02-28,1.0,Sore_knee,2019-01-22,Timberwolves,placed on IL with sore left foot,0,foot,Foot,1,2019.0,1.0,0,Jeff,Teague,201952,Jeff Teague,0
Jeff Teague,18-19,18.5,31.0,74.0,195.0,42,30.1,0.186,101.85,2683,9.9,14.1,5.5,6.1,1.97,3.67,3.7,1.5,69.7,22.1,5.43,5.34,0.4,0.1,0.3,Timberwolves,2019-02-27,2019-02-28,1.0,Sore_knee,2019-03-12,Timberwolves,placed on IL with left foot injury (out for season),1,foot,Foot,1,2019.0,3.0,0,Jeff,Teague,201952,Jeff Teague,0
Jemerrio Jones,18-19,18.5,24.0,77.0,174.0,6,23.9,0.108,100.62,298,5.5,1.0,0.3,0.5,1.99,4.72,0.8,0.3,35.2,14.8,2.01,1.39,0.5,0.0,3.5,,,,,,,,,0,,,0,,,0,Jemerrio,Jones,1629203,Jemerrio Jones,0
Jerami Grant,18-19,18.5,25.0,81.0,220.0,80,32.7,0.15,104.64,5691,10.3,2.8,1.6,0.6,2.5,4.31,0.4,0.0,50.5,21.1,1.32,0.45,2.1,1.4,3.8,Thunder,2019-02-11,2019-02-22,11.0,Sprained_ankle,2019-02-10,Thunder,sprained right ankle (DTD),0,ankle,Leg,1,2019.0,2.0,0,Jerami,Grant,203924,Jerami Grant,1
Jeremy Lamb,18-19,18.5,27.0,77.0,185.0,79,28.5,0.22,99.74,4683,12.4,8.5,4.7,2.3,2.2,4.35,4.0,1.3,42.2,26.8,3.06,2.34,0.5,0.1,1.4,,,,,,,,,0,,,0,,,0,Jeremy,Lamb,203087,Jeremy Lamb,0
Jeremy Lin,18-19,18.5,30.0,75.0,200.0,74,19.4,0.213,106.0,3161,7.3,8.6,2.9,4.0,1.55,4.44,2.5,1.0,43.5,17.0,4.55,4.3,0.3,0.1,0.4,,,,,,,,,0,,,0,,,0,Jeremy,Lin,202391,Jeremy Lin,0
Jerian Grant,18-19,18.5,26.0,76.0,205.0,60,15.6,0.13,100.45,1962,3.7,3.5,0.9,2.1,1.16,4.12,1.6,0.5,31.4,9.6,5.63,5.73,0.2,0.0,0.2,,,,,,,,,0,,,0,,,0,Jerian,Grant,1626170,Jerian Grant,0
Jerome Robinson,18-19,18.5,22.0,77.0,190.0,33,9.7,0.159,105.35,704,3.3,1.3,0.7,0.5,0.79,4.5,0.8,0.3,12.1,7.5,2.4,1.83,0.1,0.0,0.2,,,,,,,,,0,,,0,,,0,Jerome,Robinson,1629010,Jerome Robinson,1
Jerryd Bayless,18-19,18.5,30.0,75.0,200.0,34,19.3,0.172,99.69,1368,6.8,4.8,1.6,2.4,1.37,3.93,3.1,1.1,44.1,15.8,5.33,4.74,0.3,0.0,0.2,,,,,,,,,0,,,0,,,0,Jerryd,Bayless,201573,Jerryd Bayless,0
Jevon Carter,18-19,18.5,23.0,74.0,196.0,39,14.8,0.172,98.5,1179,4.7,2.7,0.7,1.4,1.17,4.43,2.1,1.0,29.5,13.6,4.15,3.7,0.2,0.0,0.2,Grizzlies,2018-12-10,2018-12-15,5.0,Sore_knee,2018-11-19,Grizzlies,thumb injury (DTD),0,thumb and thumb,Others,1,2018.0,11.0,0,Jevon,Carter,1628975,Jevon Carter,1
Jevon Carter,18-19,18.5,23.0,74.0,196.0,39,14.8,0.172,98.5,1179,4.7,2.7,0.7,1.4,1.17,4.43,2.1,1.0,29.5,13.6,4.15,3.7,0.2,0.0,0.2,Grizzlies,2018-12-10,2018-12-15,5.0,Sore_knee,2018-12-10,Grizzlies,sore right knee (DTD),0,knee,Leg,1,2018.0,12.0,0,Jevon,Carter,1628975,Jevon Carter,1
Jimmer Fredette,18-19,18.5,30.0,74.0,195.0,6,10.8,0.242,104.5,140,4.8,2.8,1.3,1.0,0.86,4.37,2.0,0.8,16.7,9.5,4.07,3.25,0.2,0.2,0.3,,,,,,,,,0,,,0,,,0,Jimmer,Fredette,202690,Jimmer Fredette,0
Jimmy Butler,18-19,18.5,29.0,80.0,232.0,65,33.6,0.218,102.44,4660,13.9,10.2,4.1,4.5,2.57,4.32,5.0,1.1,53.4,38.1,3.6,2.5,1.5,1.7,3.8,,,,,,,,,0,,,0,,,0,Jimmy,Butler,202710,Jimmy Butler,1
Joakim Noah,18-19,18.5,34.0,83.0,230.0,42,16.5,0.191,100.4,1438,5.1,1.6,0.9,0.4,1.26,4.25,0.1,0.0,39.7,22.5,1.91,0.74,3.7,1.6,5.4,Grizzlies,2019-03-22,2019-03-23,1.0,Sore_knee,2018-12-19,Grizzlies,placed on IL with right heel injury,0,heel and heel,Others,1,2018.0,12.0,0,Joakim,Noah,201149,Joakim Noah,0
Joakim Noah,18-19,18.5,34.0,83.0,230.0,42,16.5,0.191,100.4,1438,5.1,1.6,0.9,0.4,1.26,4.25,0.1,0.0,39.7,22.5,1.91,0.74,3.7,1.6,5.4,Grizzlies,2019-03-22,2019-03-23,1.0,Sore_knee,2019-03-22,Grizzlies,sore right knee (DTD),0,knee,Leg,1,2019.0,3.0,0,Joakim,Noah,201149,Joakim Noah,0
Joakim Noah,18-19,18.5,34.0,83.0,230.0,42,16.5,0.191,100.4,1438,5.1,1.6,0.9,0.4,1.26,4.25,0.1,0.0,39.7,22.5,1.91,0.74,3.7,1.6,5.4,Grizzlies,2019-03-22,2019-03-23,1.0,Sore_knee,2019-03-25,Grizzlies,placed on IL with sore right knee (out for season),1,knee,Leg,1,2019.0,3.0,0,Joakim,Noah,201149,Joakim Noah,0
Jodie Meeks,18-19,18.5,31.0,76.0,210.0,8,13.0,0.169,102.88,223,4.9,1.8,1.1,0.3,1.01,4.38,1.0,0.1,14.5,11.5,1.5,1.04,0.8,0.0,0.5,,,,,,,,,0,,,0,,,0,Jodie,Meeks,201975,Jodie Meeks,0
Joe Chealey,18-19,18.5,23.0,75.0,190.0,1,7.8,0.176,96.0,16,3.0,4.0,2.0,2.0,0.59,4.34,1.0,,13.0,3.0,5.7,5.62,0.0,0.0,0.0,,,,,,,,,0,,,0,,,0,Joe,Chealey,1629147,Joe Chealey,0
Joe Harris,18-19,18.5,27.0,78.0,218.0,76,30.2,0.167,102.73,4909,9.8,7.0,3.1,2.9,2.45,4.55,1.3,0.8,45.9,35.9,1.83,0.96,0.8,0.0,1.3,Nets,2019-01-07,2019-01-09,2.0,Sprained_ankle,2018-11-30,Nets,placed on IL with adductor injury,0,adductor and adductor,Others,1,2018.0,11.0,0,Joe,Harris,203925,Joe Harris,1
Joe Harris,18-19,18.5,27.0,78.0,218.0,76,30.2,0.167,102.73,4909,9.8,7.0,3.1,2.9,2.45,4.55,1.3,0.8,45.9,35.9,1.83,0.96,0.8,0.0,1.3,Nets,2019-01-07,2019-01-09,2.0,Sprained_ankle,2019-01-07,Nets,placed on IL with sprained right ankle,0,ankle,Leg,1,2019.0,1.0,0,Joe,Harris,203925,Joe Harris,1
Joe Harris,18-19,18.5,27.0,78.0,218.0,76,30.2,0.167,102.73,4909,9.8,7.0,3.1,2.9,2.45,4.55,1.3,0.8,45.9,35.9,1.83,0.96,0.8,0.0,1.3,Nets,2019-01-07,2019-01-09,2.0,Sprained_ankle,2019-02-04,Nets,right hip injury (DTD),0,hip,Lower Body,1,2019.0,2.0,1,Joe,Harris,203925,Joe Harris,1
Joe Harris,18-19,18.5,27.0,78.0,218.0,76,30.2,0.167,102.73,4909,9.8,7.0,3.1,2.9,2.45,4.55,1.3,0.8,45.9,35.9,1.83,0.96,0.8,0.0,1.3,Nets,2019-01-07,2019-01-09,2.0,Sprained_ankle,2019-04-10,Nets,placed on IL with sore right foot,0,foot,Foot,1,2019.0,4.0,0,Joe,Harris,203925,Joe Harris,1
